id_station;total_capacity;total_load
50101;528074;338852
50102;617570;250704
50103;545691;349424
50104;389310;302635
50105;452447;262896
50106;479874;282380
50107;610251;220049
50108;494681;299227
50109;512380;271863
50110;446621;318951
50111;435505;290284
50112;563529;259165
50113;549155;240457
50114;520090;274092
50115;465293;237385
50116;438756;241597
50117;450224;249760
50118;433406;271918
50119;475475;298361
50120;442818;276480
50121;417887;297184
50122;399374;285932
50123;446985;234895
50124;406894;334608
50125;348758;264449
50126;384894;250109
50127;441253;352814
50128;473992;322040
50129;513235;336038
50130;345200;259581
50131;404991;273823
50132;381939;237188
50133;526082;273369
50134;458595;303797
50135;392071;305306
50136;425922;294140
50137;374999;270923
50138;506483;255152
50139;378659;314355
50140;505093;278012
50141;493524;324678
50142;542365;288240
50143;520266;330884
50144;422474;232627
50145;445810;329575
50146;536435;328419
50147;440051;307587
50148;488080;315144
50149;381490;249751
50150;447756;308306
50151;385322;219979
50152;381742;288050
50153;436208;284401
50154;560804;348884
50155;397149;318305
50156;569324;269801
50157;548089;293218
50158;460551;304834
50159;487665;221077
50160;454755;241430
50161;355198;267826
50162;548881;239980
50163;355765;249745
50164;349253;275897
50165;536186;227107
50166;418650;288292
50167;504847;313971
50168;370923;310513
50169;536738;246586
50170;397298;300775
50171;508263;260329
50172;455041;262620
50173;363062;293977
50174;461941;313839
50175;420356;312706
50176;514484;298778
50177;348080;244292
50178;399377;270791
50179;519105;245844
50180;488906;235248
50181;559400;244787
50182;422603;205453
50183;500704;329148
50184;393568;239893
50185;508904;224452
50186;511763;327943
50187;513993;283296
50188;554160;299733
50189;507155;236317
50190;466286;342063
50191;531502;242907
50192;551714;340969
50193;503134;255992
50194;508566;281116
50195;479370;246079
50196;558126;234839
50197;501216;240770
50198;352189;344317
50199;423044;316692
50200;487157;317511
50201;397736;285587
50202;518887;305688
50203;523996;278476
50204;452346;277103
50205;371568;323406
50206;539890;347180
50207;393721;301307
50208;421839;264833
50209;510424;214808
50210;490667;233568
50211;451880;357142
50212;448691;228077
50213;502652;308493
50214;530410;257506
50215;442116;301358
50216;399408;314001
50217;481838;268354
50218;377471;341051
50219;566393;280919
50220;470122;262836
50221;481176;260307
50222;530276;274788
50223;433338;271217
50224;433921;263833
50225;403249;278732
50226;527925;338934
50227;420642;293236
50228;424610;281116
50229;545843;239999
50230;417635;304128
50231;387999;297161
50232;540004;294169
50233;482956;299927
50234;422847;249391
50235;535087;256584
50236;413689;274364
50237;345722;250897
50238;352065;263610
50239;542220;279168
50240;493462;323972
50241;363898;240107
50242;460639;296068
50243;466739;243579
50244;398306;267729
50245;464325;280866
50246;354449;278637
50247;389544;296110
50248;533263;234565
50249;440627;287963
50250;353958;297566
50251;434759;275203
50252;564613;243511
50253;536130;277270
50254;513678;260367
50255;517169;248866
50256;533064;328761
50257;523122;271447
50258;473783;314943
50259;411638;305059
50260;531120;316054
50261;484393;277467
50262;361402;281425
50263;373164;243236
50264;398292;342688
50265;400313;248808
50266;460297;335683
50267;499973;299778
50268;462650;302203
50269;440209;285582
50270;350658;261172
50271;556872;240925
50272;510499;270289
50273;447978;282842
50274;501787;331464
50275;355428;279284
50276;364290;269804
50277;495108;219515
50278;435456;233510
50279;472347;236532
50280;451439;271144
50281;437723;249793
50282;399893;252238
50283;402567;228380
50284;438348;271667
50285;420899;302691
50286;347053;288874
50287;511172;270156
50288;522959;303440
50289;414082;246390
50290;537836;212000
50291;367434;249184
50292;464377;388837
50293;425777;253337
50294;483470;236655
50295;547237;217645
50296;445487;310028
50297;447839;219450
50298;557460;291943
50299;563668;318201
50300;546638;259653
50301;469413;277836
50302;460873;277332
50303;563276;299650
50304;474730;352277
50305;418383;319846
50306;455633;238927
50307;526920;260745
50308;363006;312473
50309;433210;213415
50310;390721;249680
50311;370554;223531
50312;365035;263137
50313;524498;301388
50314;468925;258140
50315;505283;261963
50316;559149;243547
50317;395174;232427
50318;462767;259693
50319;506941;258219
50320;564265;277468
50321;548712;248336
50322;424420;312959
50323;460974;230482
50324;473142;308557
50325;377320;294365
50326;489026;234530
50327;522986;330944
50328;361263;350353
50329;469954;261521
50330;452018;257104
50331;570145;316879
50332;456395;297835
50333;456852;286444
50334;446646;262252
50335;503589;296630
50336;464828;298288
50337;364915;279822
50338;341944;221968
50339;446008;249470
50340;377254;271789
50341;567253;293182
50342;430274;286267
50343;546990;316866
50344;345541;252947
50345;545088;285478
50346;470328;323611
50347;480796;254866
50348;367273;295532
50349;370983;246673
50350;470660;297191
50351;543141;321883
50352;371587;257963
50353;450777;247803
50354;345393;245572
50355;470176;302633
50356;468185;211872
50357;439478;275300
50358;480987;304358
50359;504596;251915
50360;526680;310404
50361;375956;273659
50362;438146;307888
50363;364956;279134
50364;373242;281427
50365;386105;333471
50366;430862;247031
50367;544097;306934
50368;535633;242595
50369;354686;225384
50370;373738;299775
50371;503105;317089
50372;450337;273580
50373;493083;265454
50374;415511;281372
50375;545351;325304
50376;551310;225466
50377;425541;317622
50378;428748;283243
50379;449741;319861
50380;556631;314019
50381;446455;265147
50382;400154;303181
50383;378194;299431
50384;379650;246074
50385;482356;269712
50386;440203;253198
50387;507992;258411
50388;431439;231986
50389;566738;333466
50390;565084;267090
50391;381446;274788
50392;442361;325564
50393;482536;313945
50394;410576;289535
50395;430280;338794
50396;511785;250501
50397;423560;305001
50398;370934;275509
50399;510201;314207
50400;516832;314376
50401;521998;345002
50402;454221;341467
50403;507946;252487
50404;501184;280502
50405;474279;295725
50406;412886;262863
50407;469178;283066
50408;507266;326185
50409;405016;266759
50410;387884;270819
50411;559395;281679
50412;515566;270444
50413;390508;210049
50414;508314;305815
50415;501858;316293
50416;467216;235357
50417;555519;305185
50418;659316;237018
50419;628433;336542
50420;629509;315710
50421;691437;335669
50422;768014;294961
50423;662031;292083
50424;731399;240997
50425;685690;254344
50426;661242;304963
50427;678655;338959
50428;597927;288350
50429;551828;331160
50430;799930;291468
50431;720216;258081
50432;621751;273022
50433;611076;313241
50434;525215;263060
50435;494108;249296
50436;490261;249352
50437;575347;260428
50438;485769;289504
50439;687329;289295
50440;754617;287544
50441;764502;266995
50442;548550;286707
50443;774998;283553
50444;582122;253364
50445;735907;233470
50446;758983;268214
50447;657811;314549
50448;568685;297753
50449;772480;248931
50450;500392;299592
50451;641397;300682
50452;785458;323845
50453;547429;260870
50454;595465;320736
50455;737616;248772
50456;553587;244908
50457;721642;246584
50458;500252;269653
50459;762858;272779
50460;581660;245690
50461;617150;315166
50462;496424;262954
50463;526036;301692
50464;598152;275670
50465;609443;313651
50466;624372;306801
50467;492777;258082
50468;740908;267250
50469;652303;242680
50470;632913;260329
50471;579367;278046
50472;645946;324007
50473;691640;341047
50474;703855;281273
50475;615439;311278
50476;639407;263077
50477;519789;283433
50478;595740;221764
50479;776154;324061
50480;615633;276706
50481;565064;248273
50482;779758;307867
50483;728723;255506
50484;723111;215758
50485;752852;319266
50486;487798;251316
50487;565138;324172
50488;732943;294326
50489;481874;313018
50490;704736;235631
50491;711503;290938
50492;575996;255788
50493;661117;275477
50494;510977;230448
50495;679182;333392
50496;615617;288843
50497;552828;281301
50498;548268;298580
50499;659835;329725
50500;550244;230089
50501;642384;314159
50502;728743;246538
50503;545039;273265
50504;490933;296828
50505;618483;281606
50506;561652;294390
50507;683016;330602
50508;723231;302598
50509;799787;304690
50510;480922;233611
50511;737127;271901
50512;794773;312180
50513;732899;267788
50514;629472;256807
50515;656766;314487
50516;632335;242898
50517;770920;217634
50518;596977;242242
50519;639904;321762
50520;549881;320809
50521;624254;288455
50522;678014;227291
50523;570871;330280
50524;742603;290899
50525;614920;315471
50526;480873;307163
50527;640270;242597
50528;629310;290581
50529;593389;242717
50530;684245;309350
50531;733334;290505
50532;766540;316553
50533;640750;340617
50534;727959;290093
50535;737872;223638
50536;483449;244645
50537;603881;205224
50538;520455;265807
50539;636129;229586
50540;856963;261133
50541;707473;228194
50542;521475;357371
50543;788062;298379
50544;588543;286753
50545;627630;213551
50546;574360;300960
50547;508744;300341
50548;679065;307388
50549;795152;240270
50550;609833;328038
50551;729820;352640
50552;721678;294286
50553;705475;310117
50554;718377;220848
50555;716708;350283
50556;552271;303689
50557;680301;309574
50558;683503;240524
50559;604302;314758
50560;508203;308967
50561;763012;218282
50562;502941;258238
50563;595408;292606
50564;482163;217081
50565;504928;303144
50566;586647;320699
50567;598944;315743
50568;740336;226312
50569;747484;289605
50570;562694;289730
50571;561130;265549
50572;541578;316357
50573;553509;296659
50574;653091;319923
50575;704306;267144
50576;655232;282716
50577;804155;275476
50578;611363;253136
50579;569480;283706
50580;595632;295934
50581;783795;327056
50582;752946;262084
50583;591443;294977
50584;555784;238257
50585;680200;240690
50586;736168;307811
50587;493346;293747
50588;634343;331611
50589;700080;287228
50590;529159;309955
50591;548572;259509
50592;482902;270271
50593;510320;256797
50594;710946;235532
50595;488726;329949
50596;601965;267788
50597;802323;288088
50598;781510;282448
50599;548567;299289
50600;584821;317061
50601;787710;328085
50602;526866;261047
50603;744820;251368
50604;751101;325688
50605;628989;260334
50606;764991;316553
50607;663780;286966
50608;672618;303961
50609;703503;251919
50610;545964;279983
50611;610808;282948
50612;770123;282110
50613;554405;320546
50614;594626;237225
50615;714862;292610
50616;551273;290571
50617;520593;263785
50618;510784;238093
50619;683880;331295
50620;619352;340988
50621;694794;253235
50622;659346;243077
50623;516186;329203
50624;738929;239055
50625;571587;223674
50626;484171;285183
50627;570433;278095
50628;527841;240862
50629;513665;320568
50630;772783;238854
50631;551675;265272
50632;714152;240956
50633;528763;222204
50634;726722;234859
50635;772392;248420
50636;780841;227671
50637;705136;290710
50638;537010;291309
50639;544404;257094
50640;682575;281826
50641;500134;274540
50642;756829;250132
50643;724375;285598
50644;504593;261645
50645;654400;322118
50646;655154;263475
50647;559835;216157
50648;515565;295155
50649;636194;281983
50650;641284;274855
50651;507264;248867
50652;526745;258581
50653;717923;339153
50654;753455;279848
50655;744509;280486
50656;616687;256520
50657;568337;256616
50658;559971;291603
50659;528699;303602
50660;637824;215012
50661;570472;272784
50662;795526;389390
50663;556929;254935
50664;676678;263739
50665;493921;260703
50666;526158;282086
50667;607395;305586
50668;506997;277545
50669;677394;309760
50670;548423;212512
50671;675196;327589
50672;585308;315398
50673;784815;326397
50674;751425;273409
50675;650094;241094
50676;619453;321759
50677;673619;309585
50678;590157;245058
50679;505301;264002
50680;743293;315897
50681;597166;274131
50682;767606;307460
50683;652444;275427
50684;650147;275563
50685;560701;243300
50686;768701;315553
50687;716857;297914
50688;698653;274660
50689;687573;292230
50690;517861;219653
50691;717768;310065
50692;542413;239938
50693;676986;238142
50694;559367;261627
50695;692319;221129
50696;612578;245804
50697;788654;237557
50698;523137;274953
50699;617643;237647
50700;568849;325333
50701;735108;255402
50702;794428;238675
50703;607681;240215
50704;799279;332391
50705;761879;299509
50706;573219;220870
50707;710639;269061
50708;755602;305486
50709;790297;268227
50710;793812;290409
50711;495698;257525
50712;737676;245665
50713;708596;287081
50714;626668;333574
50715;495504;268010
50716;539313;295562
50717;487259;259160
50718;528411;293724
50719;702659;316852
50720;697652;234444
50721;516295;246442
50722;800050;280130
50723;713365;235254
50724;660608;317679
50725;624974;270144
50726;688896;293721
50727;688247;291102
50728;673657;288170
50729;755382;243687
50730;768425;274299
50731;497664;307416
50732;648220;311700
50733;713289;306282
50734;661003;307294
50735;796514;277983
50736;767436;231074
50737;637941;261805
50738;772146;295090
50739;778361;264098
50740;716074;294510
50741;728387;228574
50742;505324;303325
50743;546116;312589
50744;682537;336885
50745;733753;285226
50746;569828;296691
50747;490411;322803
50748;713968;257850
50749;788125;285086
50750;792176;308561
50751;757085;307387
50752;625107;297372
50753;772750;350582
50754;664971;341205
50755;485577;284384
50756;692332;270653
50757;606903;316369
50758;677545;361565
50759;492801;300942
50760;527444;277318
50761;634097;307103
50762;609036;300409
50763;509953;274490
50764;708648;302513
50765;734891;303776
50766;578030;308720
50767;636488;296400
50768;498295;306755
50769;615751;303434
50770;607133;320803
50771;655546;349873
50772;691294;243842
50773;733001;260987
50774;626201;254630
50775;656391;273439
50776;706978;243644
50777;657849;297483
50778;724028;355231
50779;800378;334688
50780;644160;239166
50781;565116;261925
50782;693450;313539
50783;686337;244966
50784;745504;236792
50785;645707;250238
50786;495173;260002
50787;716306;270823
50788;599543;300609
50789;653450;236213
50790;712012;310792
50791;506718;321875
50792;730155;256879
50793;790814;251721
50794;665926;267787
50795;716181;284715
50796;487275;272953
50797;480077;268739
50798;519225;309378
50799;799304;230140
50800;600733;328425
50801;576483;273905
50802;628212;307402
50803;793540;287353
50804;520226;276975
50805;741665;339441
50806;634613;217600
50807;742322;300727
50808;694548;244943
50809;725617;264946
50810;472076;278682
50811;446161;257484
50812;410225;237347
50813;328416;306449
50814;417808;347811
50815;340296;228604
50816;484061;293684
50817;487801;341493
50818;494722;282811
50819;485359;275133
50820;370590;261373
50821;461952;271913
50822;436495;308606
50823;478161;297758
50824;317768;301567
50825;480057;236345
50826;382103;283355
50827;339959;273998
50828;509181;247672
50829;351263;279280
50830;427854;238145
50831;454760;295879
50832;380047;209338
50833;507815;341592
50834;503633;342235
50835;344139;267168
50836;456096;263712
50837;351539;232071
50838;339960;353044
50839;413868;258017
50840;384851;291441
50841;366365;301107
50842;358073;311775
50843;510742;252294
50844;399362;298015
50845;346901;275732
50846;453239;260000
50847;362680;263480
50848;366613;272279
50849;323039;250489
50850;401118;264009
50851;500355;324487
50852;495838;295756
50853;457319;290397
50854;445819;286154
50855;495655;284314
50856;367688;271099
50857;429719;325860
50858;337575;246864
50859;395243;344318
50860;347912;321772
50861;482027;315355
50862;365995;327713
50863;430862;255296
50864;386439;302487
50865;430672;218790
50866;468228;235030
50867;438046;256848
50868;330983;301776
50869;338955;230278
50870;345984;270835
50871;501736;270443
50872;473439;229936
50873;508421;253602
50874;460115;304837
50875;507532;304887
50876;336650;284844
50877;332668;301497
50878;420157;314877
50879;315398;233854
50880;455615;218838
50881;482132;313602
50882;318805;341003
50883;321731;271094
50884;437827;255008
50885;454268;282743
50886;348373;301940
50887;373989;305091
50888;387727;342983
50889;374431;264367
50890;318950;290007
50891;319629;301751
50892;373769;244729
50893;406370;293212
50894;327786;326218
50895;422228;233923
50896;507321;232725
50897;477859;256036
50898;495020;276900
50899;498066;252308
50900;336586;310907
50901;454069;300469
50902;494099;252957
50903;453188;245551
50904;512474;298201
50905;322607;216078
50906;469218;270190
50907;508052;261297
50908;402347;311518
50909;362202;278305
50910;500044;320740
50911;357528;303319
50912;511435;250746
50913;410448;287772
50914;306763;282272
50915;400686;240095
50916;412288;357698
50917;486246;244986
50918;422164;230206
50919;359570;271149
50920;506537;254396
50921;370617;227742
50922;470120;289050
50923;310391;327094
50924;348740;311053
50925;360453;292500
50926;421604;270806
50927;440301;246468
50928;487946;230156
50929;332237;345288
50930;370931;246851
50931;407376;212816
50932;354425;251051
50933;465292;312997
50934;506709;262848
50935;377827;237959
50936;324205;290443
50937;480749;343265
50938;386672;230950
50939;321035;278481
50940;371276;264401
50941;359812;267819
50942;407190;246756
50943;378548;283453
50944;327417;233124
50945;473780;302319
50946;435893;321918
50947;447012;305805
50948;459204;256103
50949;398538;328366
50950;455228;308581
50951;486746;283527
50952;444773;267711
50953;506556;327393
50954;442119;258348
50955;336465;343635
50956;493091;239790
50957;387823;315388
50958;346270;301312
50959;476092;315517
50960;380709;300918
50961;440238;235638
50962;478600;242459
50963;409785;257669
50964;356996;312050
50965;454712;330490
50966;373800;251942
50967;365192;324502
50968;497347;276823
50969;486974;260102
50970;321725;276301
50971;445049;279017
50972;411368;292976
50973;470731;320261
50974;338185;245274
50975;478551;286896
50976;459047;240340
50977;357706;291327
50978;452946;310713
50979;430463;272636
50980;389264;328799
50981;493869;253611
50982;314072;322626
50983;406100;260191
50984;335282;222879
50985;362755;251926
50986;436580;230832
50987;379215;270509
50988;484060;257998
50989;386483;290129
50990;343780;266079
50991;379572;279129
50992;339775;249943
50993;333328;274504
50994;371914;260164
50995;491507;298481
50996;474225;312182
50997;342402;308412
50998;462690;294555
50999;402226;302932
51000;320791;308972
51001;353753;302031
51002;390024;256608
51003;489523;251041
51004;434849;325657
51005;422572;241319
51006;325895;304119
51007;448003;303354
51008;501425;320015
51009;366466;293871
51010;493821;295725
51011;473171;292220
51012;314574;255862
51013;459929;279982
51014;444434;264780
51015;501852;259212
51016;319858;323194
51017;336104;249941
51018;318662;260806
51019;488032;208039
51020;490951;255985
51021;440702;246965
51022;391567;216001
51023;465802;255007
51024;407714;297811
51025;329023;278971
51026;358571;253991
51027;469881;269345
51028;515928;266309
51029;381861;298758
51030;351431;271158
51031;337982;265252
51032;443664;313100
51033;441317;247805
51034;394922;324961
51035;478984;251918
51036;372569;244650
51037;385363;263289
51038;440594;262005
51039;363895;259323
51040;379157;225987
51041;343223;309724
51042;448323;321835
51043;429366;257867
51044;356572;291973
51045;344249;333747
51046;510371;231041
51047;489203;348270
51048;313118;284871
51049;497083;340232
51050;417976;323751
51051;408125;322182
51052;400209;287929
51053;354682;271819
51054;418944;314726
51055;486969;270307
51056;403509;319208
51057;491353;235163
51058;337663;271332
51059;508458;316568
51060;376310;282412
51061;400525;315326
51062;420066;268368
51063;365062;229433
51064;490683;285306
51065;469985;310100
51066;428794;233384
51067;312777;253470
51068;452485;266079
51069;385399;210762
51070;348232;335256
51071;495147;247208
51072;478550;218170
51073;311672;288528
51074;499945;326582
51075;341576;276039
51076;437517;247481
51077;475641;261248
51078;314701;284348
51079;512416;273758
51080;437929;322693
51081;470064;322198
51082;340719;333923
51083;512882;332592
51084;456526;302081
51085;468219;228926
51086;407257;265232
51087;383029;277080
51088;386458;255915
51089;476689;252347
51090;419276;254908
51091;334828;319062
51092;492734;211479
51093;316641;280126
51094;472631;302993
51095;435462;312863
51096;368009;266615
51097;346653;245821
51098;491578;292338
51099;403491;260318
51100;350046;313030
51101;479830;262708
51102;418059;258662
51103;446376;267719
51104;444746;228961
51105;405582;276788
51106;453441;305905
51107;492377;300498
51108;357905;316809
51109;497299;245930
51110;339117;305127
51111;379352;296740
51112;402816;274721
51113;337956;284235
51114;322468;269952
51115;393097;287496
51116;424528;285122
51117;407349;259157
51118;513421;273507
51119;326238;295533
51120;469504;291025
51121;467821;301565
51122;479921;271418
51123;498955;302325
51124;469050;346243
51125;478607;286660
51126;417278;235669
51127;323109;316111
51128;456519;319193
51129;327975;279820
51130;488311;332725
51131;335244;272610
51132;422076;268732
51133;364234;240531
51134;377996;294482
51135;515203;319560
51136;402899;238777
51137;507588;245485
51138;383766;286027
51139;442913;273994
51140;408985;238833
51141;342473;261503
51142;439785;250850
51143;495824;272747
51144;349200;280986
51145;328180;272370
51146;330345;220572
51147;393649;215423
51148;407648;317840
51149;331602;262114
51150;365797;260648
51151;311311;304855
51152;470004;267881
51153;447876;280957
51154;337281;241828
51155;394025;247865
51156;321236;309519
51157;495448;318457
51158;462892;247889
51159;363358;269840
51160;386210;249421
51161;377643;273418
51162;381349;322758
51163;468303;265826
51164;427071;312215
51165;362515;238850
51166;417696;305586
51167;358102;266965
51168;390074;311650
51169;498342;270790
51170;390059;288007
51171;365063;274070
51172;446968;255289
51173;462970;288508
51174;417628;282605
51175;490089;268837
51176;505173;352210
51177;411977;308648
51178;421417;275787
51179;437950;315336
51180;420461;290938
51181;451162;303035
51182;485301;235796
51183;416774;229004
51184;449878;266908
51185;681494;288918
51186;800144;306093
51187;526284;252329
51188;710923;235588
51189;656214;306808
51190;612043;237659
51191;559348;222023
51192;812969;248273
51193;553528;303446
51194;802419;219404
51195;507391;284172
51196;575623;293488
51197;631494;238998
51198;829357;353760
51199;520912;225772
51200;551986;304090
51201;775453;268668
51202;700087;315296
51203;581704;353933
51204;510492;290873
51205;573649;300221
51206;634926;292105
51207;677521;304857
51208;740806;272619
51209;666721;282403
51210;712844;301139
51211;751485;343260
51212;614496;348898
51213;609449;332656
51214;739376;228913
51215;684744;302250
51216;603370;245947
51217;544357;267963
51218;819328;239013
51219;714424;243482
51220;688671;328562
51221;721347;335254
51222;666936;283978
51223;723576;313714
51224;778088;234728
51225;678181;330366
51226;616696;287427
51227;647792;249785
51228;680596;258388
51229;763924;278158
51230;746774;244619
51231;737273;260690
51232;708383;336371
51233;801736;292031
51234;713066;287100
51235;592630;348176
51236;789417;272351
51237;702332;322861
51238;645559;289991
51239;764306;296080
51240;738371;269888
51241;737275;287252
51242;593817;307908
51243;645413;343853
51244;518197;307299
51245;534325;286845
51246;784183;300771
51247;519536;288453
51248;687105;317722
51249;630823;296645
51250;610695;264510
51251;707879;257918
51252;568500;232513
51253;791006;309960
51254;563349;249807
51255;781663;239883
51256;536102;273329
51257;712114;256237
51258;569361;235552
51259;512086;251462
51260;811965;298345
51261;814824;333522
51262;503636;225149
51263;609391;278214
51264;743799;228109
51265;789846;299028
51266;689424;315467
51267;786916;262625
51268;594262;309353
51269;717026;259446
51270;648814;263371
51271;794642;322514
51272;743623;299868
51273;616062;312953
51274;789989;261722
51275;533315;247229
51276;631162;250667
51277;751372;237275
51278;683758;233124
51279;804430;249776
51280;500479;284437
51281;635612;257687
51282;706700;254910
51283;795275;238062
51284;635216;318506
51285;509936;284904
51286;616914;310199
51287;808152;264977
51288;615122;282623
51289;714113;271561
51290;695473;258004
51291;744056;280562
51292;736894;233208
51293;750207;313083
51294;760706;232794
51295;817584;287118
51296;703039;304396
51297;660081;314131
51298;722297;242861
51299;679011;293967
51300;637385;278378
51301;631711;256466
51302;614541;303688
51303;764693;295353
51304;627028;241060
51305;807207;330096
51306;765344;214039
51307;760323;274121
51308;722694;248603
51309;737382;275911
51310;568285;263721
51311;669340;266965
51312;738177;240494
51313;648103;252492
51314;655304;230549
51315;598916;277369
51316;539996;312254
51317;626380;322508
51318;753851;288133
51319;734206;246138
51320;762832;310115
51321;598413;267316
51322;719922;323545
51323;562351;330766
51324;696177;277546
51325;524123;253967
51326;621556;260685
51327;585761;246297
51328;534372;264180
51329;670855;297715
51330;812664;318600
51331;613322;252778
51332;700184;236753
51333;597710;260020
51334;554269;220896
51335;590372;255165
51336;784591;318957
51337;596641;311347
51338;507779;282734
51339;539381;278267
51340;731540;307920
51341;827406;349794
51342;616856;286598
51343;821290;342140
51344;647961;232824
51345;796252;264466
51346;669496;319680
51347;816469;304636
51348;663107;288267
51349;627400;222222
51350;589747;220454
51351;506480;319181
51352;599325;269010
51353;769138;259410
51354;716229;315095
51355;750991;304316
51356;688012;279780
51357;593104;348685
51358;547971;294216
51359;770679;260798
51360;781371;283588
51361;607663;280949
51362;572070;290353
51363;636356;226678
51364;648392;302212
51365;646858;281509
51366;590236;244763
51367;579472;262457
51368;559844;290497
51369;554110;290441
51370;555128;256104
51371;513286;277019
51372;592938;273848
51373;697166;239304
51374;626463;281908
51375;504544;267862
51376;662226;264017
51377;795039;308758
51378;708629;249405
51379;766566;303558
51380;793052;262200
51381;664053;213526
51382;645114;313485
51383;815098;233868
51384;532411;291325
51385;605652;298123
51386;746706;274547
51387;727662;280765
51388;559700;314542
51389;800837;288126
51390;820861;270208
51391;685842;278841
51392;541036;318260
51393;721145;230479
51394;650882;219191
51395;581179;312303
51396;706778;280510
51397;769391;248232
51398;574937;348889
51399;605498;259886
51400;827885;302565
51401;675797;252896
51402;746053;264383
51403;767788;279319
51404;571139;280129
51405;605546;254927
51406;609897;311250
51407;680847;281444
51408;790662;228347
51409;795419;290179
51410;703015;242453
51411;729432;365391
51412;662209;236606
51413;549129;238053
51414;604532;245794
51415;571401;251771
51416;731205;306481
51417;775980;331777
51418;541805;248911
51419;650745;306306
51420;796472;327237
51421;779778;268237
51422;712950;344207
51423;782622;243780
51424;755805;245352
51425;648557;247685
51426;700236;338447
51427;744442;285684
51428;595544;239481
51429;617315;290473
51430;687929;326493
51431;699414;333371
51432;579477;258176
51433;781484;314578
51434;624844;296631
51435;513517;252861
51436;552912;274908
51437;746108;306581
51438;777676;305828
51439;795453;261307
51440;723426;264394
51441;798494;273642
51442;629884;220001
51443;759776;304601
51444;635435;292781
51445;522175;273827
51446;675440;252545
51447;783509;261509
51448;603364;309693
51449;702979;260165
51450;720267;267898
51451;774098;328485
51452;750733;249074
51453;678056;241855
51454;544104;264447
51455;778105;316540
51456;772304;278779
51457;595738;301558
51458;705663;235985
51459;692911;293459
51460;625199;241593
51461;615479;317982
51462;546978;238009
51463;581494;271131
51464;585705;287754
51465;607027;293504
51466;721915;254633
51467;721622;299836
51468;753707;284395
51469;604441;250409
51470;807090;309758
51471;723114;270522
51472;548714;239437
51473;498520;282680
51474;775073;298195
51475;641426;300862
51476;742214;282630
51477;720372;309720
51478;508055;249423
51479;723785;312772
51480;592926;274690
51481;645683;256449
51482;711945;276279
51483;602756;244258
51484;697521;226700
51485;710477;266929
51486;576044;270464
51487;640567;219358
51488;787256;256632
51489;768249;218763
51490;780186;333958
51491;816686;306042
51492;732195;223572
51493;625988;339126
51494;655416;217228
51495;635693;271061
51496;748755;305106
51497;667888;273693
51498;736956;317752
51499;596821;257335
51500;609277;278390
51501;611295;301675
51502;539110;305664
51503;778218;277407
51504;616659;257820
51505;629904;274212
51506;688320;304570
51507;636019;222427
51508;724231;248865
51509;617614;208404
51510;757123;261514
51511;696967;286854
51512;777305;250446
51513;562195;243201
51514;759180;301366
51515;689252;252514
51516;630544;227521
51517;702557;246229
51518;580577;277546
51519;499499;256142
51520;689398;290114
51521;767210;226716
51522;552721;318185
51523;770443;274596
51524;546378;354602
51525;522898;286788
51526;588087;307520
51527;632543;217321
51528;579811;249730
51529;694660;306120
51530;819530;272118
51531;766341;260040
51532;600822;325061
51533;693920;275013
51534;514551;272534
51535;820649;267478
51536;727764;244718
51537;628276;301579
51538;628898;271774
51539;784574;306230
51540;615848;224718
51541;727066;348273
51542;689910;341384
51543;732830;244651
51544;743011;261052
51545;501009;259715
51546;662057;278578
51547;809926;301339
51548;712812;239041
51549;779161;316036
51550;514863;267592
51551;763296;245362
51552;791009;221549
51553;757234;325406
51554;730445;305701
51555;574056;252293
51556;563278;276297
51557;594397;305339
51558;777509;208828
51559;681255;271330
51560;597451;242740
51561;698614;290302
51562;594777;317835
51563;740527;244282
51564;649461;341724
51565;551854;301180
51566;791421;295542
51567;554118;298408
51568;622781;287135
51569;667122;256992
51570;501916;281774
51571;561840;289905
51572;687284;308417
51573;799933;255604
51574;617869;297598
51575;765823;255208
51576;624591;294625
51577;508477;280014
51578;783732;244273
51579;641894;239163
51580;509450;283633
51581;728606;275354
51582;610178;291874
51583;781694;365443
51584;779763;258601
51585;688767;296203
51586;658021;234661
51587;577745;250116
51588;603983;274593
51589;662004;233063
51590;800051;263444
51591;525021;296708
51592;739771;286936
51593;515745;234589
51594;654916;266168
51595;736340;286039
51596;593639;276283
51597;575353;328290
51598;819930;276447
51599;707807;267428
51600;658207;291011
51601;697715;323582
51602;559465;326467
51603;545524;258244
51604;676943;362204
51605;595504;242717
51606;715454;254704
51607;632538;216705
51608;726245;259075
51609;810479;334994
51610;642972;314274
51611;734947;279579
51612;599328;309570
51613;513632;300059
51614;759409;274962
51615;312379;223605
51616;238076;267711
51617;250207;332340
51618;277847;265274
51619;305141;270718
51620;233798;268296
51621;274425;255320
51622;221689;315545
51623;247549;283724
51624;317824;273702
51625;301874;243742
51626;306065;259848
51627;275871;290378
51628;264132;216832
51629;208706;263381
51630;284520;296492
51631;221637;244924
51632;228591;271123
51633;276509;258219
51634;236059;217923
51635;286138;313318
51636;289321;258279
51637;327458;270966
51638;308858;260099
51639;229321;283289
51640;279125;297458
51641;282265;206709
51642;255119;275324
51643;266173;298433
51644;253789;274706
51645;319256;319138
51646;304630;302619
51647;306181;321955
51648;205118;314315
51649;276656;296966
51650;307900;308834
51651;209019;280999
51652;217112;280023
51653;332194;261965
51654;310272;278973
